id,year,state_name,state_code,district_name,district_code,registration_circles,murder_with_rape_gang_rape,dowry_deaths,abetment_to_suicide_of_women,miscarriage,acid_attack,attempt_to_acid_attack,cruelty_by_husband_or_his_relatives,kidnapping_and_abduction,kidnapping_abduction_in_order_to_murder,kidnapping_for_ransom,kidnp_and_abductn_of_women_above_18_for_marrg,kidnp_and_abductn_of_girls_below_18_for_marrg,procuration_of_minor_girls,importation_of_girls_from_foreign,kidnapping_and_abduction_of_women_others,human_trafficking,selling_of_minor_girls,buying_of_minor_girls,rape_women_above_18,rape_girls_below_18,attempt_to_commit_rape_above_18,attempt_to_commit_rape_girls_below_18,assault_on_womenabove_18,assault_on_women_below_18,insult_to_the_modesty_of_women_above_18,insult_to_the_modesty_of_women_below_18,dowry_prohibition,procuring_inducing_children_for_the_sake_of_prostitution,detaining_a_prsn_in_premises_where_prost_is_carried,prostitution_in_or_in_the_vicinity_of_public_places,seducing_or_soliciting_for_purpose_of_prostitution,other_sections_under_itp_act,protection_of_women_from_domestic_violence,publshng_or_transmitting_of_sexually_explicit_mtrl,other_women_centric_cyber_crimes,child_rape,sexual_assault_of_children,child_sexual_harassment,use_of_child_for_pornography,offences_of_pocso_act,pocso_act_unnatural_offences,indecent_representation_of_women
2731,2020,Himachal Pradesh,2,Shimla,23,Cyber,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2732,2020,Jharkhand,20,Bokaro,322,Bokaro,0,19,0,0,0,0,61,96,0,,54,0,0,0,32,1,0,0,38,42,12,32,0,37,0,25,96,0,0,0,0,0,65,0,0,71,0,0,0,0,0,0
2733,2020,Jharkhand,20,West Singhbhum,343,Chaibasa,0,2,4,0,0,0,17,2,2,,9,0,0,0,2,1,0,0,47,1,1,0,30,0,0,0,19,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0
2734,2020,Jharkhand,20,Chatra,323,Chatra,0,13,0,0,0,0,6,0,0,,12,0,0,0,0,0,0,0,30,23,19,0,24,0,0,0,37,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0
2735,2020,Jharkhand,20,Deoghar,324,Deoghar,1,22,0,0,1,0,53,0,0,,16,0,36,0,0,1,1,0,44,0,16,0,364,3,0,5,121,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0
2736,2020,Jharkhand,20,Dhanbad,325,Dhanbad,0,22,12,2,0,0,74,26,8,,28,0,26,0,0,0,0,0,70,8,8,6,108,0,0,5,154,0,0,0,0,0,0,0,0,17,94,12,0,0,0,0
2737,2020,Jharkhand,20,Dhanbad,325,Dhanbad Railway,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2738,2020,Jharkhand,20,Dumka,326,Dumka,0,10,0,0,0,0,21,7,0,,0,0,20,0,0,3,0,0,29,0,3,0,72,0,0,0,16,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0
2739,2020,Jharkhand,20,Garhwa,328,Garhwa,0,9,7,4,0,0,68,0,0,,19,0,40,0,6,0,0,0,70,0,2,0,180,0,0,0,79,0,0,0,0,0,0,0,0,71,11,6,0,0,0,0
2740,2020,Jharkhand,20,Giridih,329,Giridih,6,39,0,0,0,0,61,0,0,,36,0,0,0,3,1,0,0,49,0,0,0,71,0,0,0,96,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
2741,2020,Jharkhand,20,Godda,330,Godda,1,10,0,0,0,0,42,0,0,,15,0,0,0,0,0,0,0,45,0,8,0,30,0,0,0,120,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
2742,2020,Jharkhand,20,Gumla,331,Gumla,0,2,0,2,0,0,17,11,0,,8,0,0,0,0,4,0,0,55,1,0,36,3,0,0,2,23,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
2743,2020,Jharkhand,20,Hazaribagh,332,Hazaribagh,1,25,1,0,0,0,36,7,0,,0,0,15,0,0,0,0,0,79,23,19,42,37,0,0,0,131,0,0,0,0,0,1,0,0,42,0,0,0,0,0,0
2744,2020,Jharkhand,20,East Singhbum,327,Jamshedpur,0,11,11,0,0,0,80,11,0,,79,0,0,0,0,0,0,0,104,0,5,0,62,0,0,0,156,0,0,0,0,2,0,0,0,36,0,0,0,0,0,0
2745,2020,Jharkhand,20,East Singhbum,327,Jamshedpur Railway,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2746,2020,Jharkhand,20,Jamtara,333,Jamtara,0,8,3,0,0,0,15,0,0,,4,0,12,0,0,0,0,0,13,0,5,0,21,0,0,0,23,0,0,0,0,0,0,0,0,16,7,0,0,0,0,0
2747,2020,Jharkhand,20,Khunti,606,Khunti,0,0,0,0,0,0,10,0,0,,0,0,0,0,0,13,0,0,33,0,0,0,6,0,0,0,13,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
2748,2020,Jharkhand,20,Koderma,334,Koderma,0,15,0,0,0,0,15,0,0,,0,0,14,0,0,0,0,0,13,0,0,0,8,0,0,0,14,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0
2749,2020,Jharkhand,20,Latehar,335,Latehar,0,12,0,0,0,0,12,1,0,,6,0,4,0,0,2,0,0,48,0,3,0,31,0,0,0,41,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
2750,2020,Jharkhand,20,Lohardaga,336,Lohardagga,0,4,0,0,0,0,5,0,0,,0,0,6,0,0,0,0,0,37,0,0,0,4,0,0,0,26,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0
2751,2020,Jharkhand,20,Pakur,337,Pakur,0,5,0,0,0,0,16,4,0,,17,0,0,0,0,6,0,0,39,0,4,0,9,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2752,2020,Jharkhand,20,Palamu,338,Palamu,0,11,13,0,0,0,30,5,1,,8,0,37,0,0,0,0,0,56,1,12,0,63,0,5,27,60,0,0,0,0,0,0,3,0,46,27,0,1,1,0,0
2753,2020,Jharkhand,20,Ramgarh,607,Ramgarh,0,10,0,0,0,0,11,0,0,,10,0,20,0,10,0,0,0,33,0,0,0,41,5,0,0,55,0,0,0,0,0,0,0,0,12,11,0,4,0,0,0
2754,2020,Jharkhand,20,Ranchi,339,Ranchi,0,16,0,0,0,0,117,0,0,,50,0,0,0,2,2,0,0,157,6,3,0,81,0,0,0,77,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0
2755,2020,Jharkhand,20,Sahebganj,340,Sahebganj,0,4,0,0,0,0,68,0,0,,28,0,0,0,0,0,0,0,72,0,16,0,27,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0
2756,2020,Jharkhand,20,Saraikela Kharsawan,341,Saraikela,0,6,0,0,0,0,15,0,0,,4,0,1,0,0,1,0,0,23,0,7,0,18,0,1,0,31,0,0,0,0,0,0,0,0,14,7,0,13,0,0,0
2757,2020,Jharkhand,20,Simdega,342,Simdega,0,0,0,0,0,0,7,0,0,,10,0,0,0,0,11,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2758,2020,Karnataka,29,Bagalkote,524,Bagalkot,0,4,9,0,0,0,31,1,0,,2,0,3,0,1,0,0,0,10,0,0,0,139,0,2,0,23,0,0,0,0,0,0,0,0,23,2,5,0,1,0,0
2759,2020,Karnataka,29,Bengaluru Urban,525,Bengaluru City,1,28,71,0,1,1,401,469,0,,1,0,7,0,0,6,0,0,108,1,5,0,561,0,22,0,580,10,65,40,6,6,0,63,0,219,42,12,1,3,0,0
2760,2020,Karnataka,29,Bengaluru Urban,525,Bengaluru District,0,7,8,0,0,0,86,0,0,,0,0,3,0,3,0,0,0,14,1,0,0,128,0,3,0,31,0,0,0,0,0,0,16,0,42,5,9,0,0,0,0
2761,2020,Karnataka,29,Belagavi,527,Belagavi District,0,2,18,0,0,0,93,5,0,,1,0,2,0,2,0,0,0,31,0,1,0,230,0,0,1,11,0,0,1,0,0,0,1,0,62,13,4,8,0,0,0
2762,2020,Karnataka,29,Ballari,528,Ballari,0,9,5,0,0,0,87,7,0,,0,0,0,0,0,0,0,0,29,4,0,0,152,0,0,0,79,0,1,0,0,1,0,6,0,55,16,2,0,0,0,0
2763,2020,Karnataka,29,Bidar,529,Bidar,0,8,6,0,0,0,61,6,0,,1,0,2,0,0,0,0,0,5,0,3,0,76,0,4,1,18,0,3,0,0,0,0,0,0,21,3,2,0,0,0,0
2764,2020,Karnataka,29,Vijayapura,530,Vijayapura,1,3,10,1,0,0,90,8,0,,0,0,0,0,7,0,0,0,2,0,0,0,134,0,2,0,22,0,0,0,0,0,0,1,0,40,0,7,0,0,0,0
2765,2020,Karnataka,29,Chikkaballapura,630,Chikkaballapura,0,6,0,0,0,0,26,39,0,,0,0,0,0,0,0,0,0,20,0,0,0,60,0,0,0,30,0,0,0,0,0,0,0,0,84,7,5,0,0,0,0
2766,2020,Karnataka,29,Chamarajanagara,531,Chamarajnagar,0,4,6,0,0,0,17,2,0,,0,0,0,0,0,0,0,0,15,0,0,0,138,0,1,0,3,0,0,0,0,0,0,0,0,24,5,7,0,0,0,0
2767,2020,Karnataka,29,Chikkamagaluru,532,Chikkamagaluru,0,2,7,0,0,0,50,0,0,,1,0,2,0,0,0,0,0,10,0,0,0,143,0,0,0,12,0,0,0,0,0,0,0,0,54,18,2,0,0,0,0
2768,2020,Karnataka,29,Chitradurga,533,Chitradurga,0,6,0,0,0,0,46,6,0,,1,0,0,0,0,0,0,0,13,2,0,0,239,0,2,0,26,0,0,0,0,0,0,0,0,53,5,0,9,0,0,1
2769,2020,Karnataka,29,Dakshina Kannada,534,Dakshina Kannada,0,0,3,0,1,0,18,1,0,,0,0,0,0,0,0,0,0,6,0,0,0,45,0,4,0,6,0,1,0,0,0,0,7,1,30,19,7,0,0,0,0
2770,2020,Karnataka,29,Davangere,535,Davanagere,0,5,4,0,0,0,57,13,0,,2,0,2,0,0,0,0,0,20,0,0,0,144,0,0,0,72,0,0,0,0,0,0,0,0,46,14,0,0,0,0,0
2771,2020,Karnataka,29,Dharwad,536,Dharwad,0,1,0,0,0,0,13,0,0,,0,0,0,0,0,0,0,0,4,0,0,0,18,0,0,0,9,0,0,0,0,0,0,2,0,15,2,1,0,1,0,0
2772,2020,Karnataka,29,Gadag,537,Gadag,0,0,0,0,0,0,18,0,0,,1,0,0,0,0,0,0,0,5,16,0,0,35,0,1,0,6,0,0,0,0,0,0,2,0,13,0,0,0,0,0,0
2773,2020,Karnataka,29,Kalaburagi,538,Kalaburgi,0,8,6,0,0,0,91,8,0,,2,0,1,0,1,0,0,0,21,0,0,0,156,0,3,2,5,0,0,0,0,0,0,0,0,41,18,3,0,0,0,0
2774,2020,Karnataka,29,Hassan,539,Hassan,0,14,9,0,0,0,64,70,0,,5,0,0,0,4,0,0,0,19,0,0,0,240,0,2,0,93,0,0,0,0,0,0,6,0,56,0,0,23,0,0,0
2775,2020,Karnataka,29,Haveri,540,Haveri,2,6,4,0,2,0,35,0,0,,0,0,0,0,3,0,0,0,10,0,0,0,89,0,0,0,19,0,0,0,0,0,0,0,0,48,7,3,0,0,0,0
2776,2020,Karnataka,29,Dharwad,536,Hubballi Dharwad City,2,1,11,0,0,0,62,13,0,,0,0,0,0,1,2,0,0,5,0,0,0,24,0,0,0,0,0,0,0,0,0,0,5,0,20,1,0,4,1,0,0
2777,2020,Karnataka,29,Belagavi,527,K.G.F.,0,0,0,0,1,0,6,0,0,,0,0,0,0,0,0,0,0,3,0,0,0,24,0,0,0,9,0,0,0,0,0,0,0,0,19,3,1,2,0,0,0
2778,2020,Karnataka,29,Kodagu,541,Kodagu,0,0,0,0,0,0,37,0,0,,0,0,0,0,0,0,0,0,9,0,0,0,44,0,1,0,13,1,0,0,0,0,0,0,0,63,16,0,0,0,0,0
2779,2020,Karnataka,29,Kolar,542,Kolar,0,6,6,0,0,0,11,0,0,,1,0,0,0,0,0,0,0,10,1,0,0,72,0,1,0,15,0,0,0,0,0,0,3,0,36,4,1,1,0,0,0
2780,2020,Karnataka,29,Koppal,543,Koppal,0,3,1,0,0,0,56,18,0,,0,0,0,0,0,0,0,0,8,0,0,0,102,0,2,1,1,0,1,0,0,0,0,2,0,49,10,0,0,0,0,0
2781,2020,Karnataka,29,Mandya,544,Mandya,0,10,0,0,0,0,78,0,0,,0,0,0,0,0,0,0,0,13,0,0,0,281,0,2,0,32,0,0,0,0,0,0,0,0,53,18,0,0,0,0,0
2782,2020,Karnataka,29,Dakshina Kannada,534,Mangaluru City,0,0,0,0,0,0,15,5,0,,0,0,0,0,2,2,0,0,15,0,0,0,55,0,3,0,20,0,2,0,0,0,0,7,0,23,10,0,1,0,0,0
2783,2020,Karnataka,29,Mysuru,545,Mysuru City,0,6,2,0,0,0,37,1,0,,0,0,0,0,0,1,0,0,16,0,0,0,71,0,3,0,65,9,0,0,0,0,0,0,0,28,8,0,0,0,0,0
2784,2020,Karnataka,29,Mysuru,545,Mysuru District,0,10,12,1,0,0,46,2,0,,0,0,0,0,0,0,0,0,11,0,0,0,217,0,0,0,32,0,0,0,0,0,0,3,0,40,9,4,0,0,0,0
2785,2020,Karnataka,29,Raichur,546,Raichur,0,1,6,0,0,0,85,17,0,,1,0,0,0,7,0,0,0,12,0,0,0,161,0,0,0,66,0,0,0,0,0,0,2,0,35,10,0,0,0,0,0
2786,2020,Karnataka,29,Bengaluru Urban,525,K.Railways,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2787,2020,Karnataka,29,Ramanagara,631,Ramanagara,0,12,6,0,0,0,29,41,0,,2,0,0,0,0,0,0,0,11,0,0,0,148,0,0,0,42,0,0,1,0,0,0,0,0,43,23,0,0,0,0,0
2788,2020,Karnataka,29,Shivamogga,547,Shimoga,0,6,16,0,0,0,63,51,0,,1,0,0,0,0,1,0,0,8,0,2,0,250,0,1,0,53,0,0,0,0,1,0,1,0,106,12,10,4,1,0,0
2789,2020,Karnataka,29,Tumakuru,548,Tumakuru,0,4,8,0,0,0,47,0,0,,0,0,0,0,0,0,0,0,8,2,0,0,167,0,2,0,36,0,0,2,0,0,0,1,0,33,21,5,0,0,0,0
2790,2020,Karnataka,29,Udupi,549,Udupi,0,1,2,0,0,0,32,9,0,,0,0,0,0,0,0,0,0,11,0,0,0,70,0,4,0,27,0,0,0,0,1,0,13,0,35,5,2,0,0,0,0
2791,2020,Karnataka,29,Uttara Kannada,550,Uttara Kannada,0,1,9,0,0,0,27,1,0,,1,0,0,0,0,0,0,0,5,0,0,0,124,0,2,0,11,4,0,0,0,0,0,0,0,40,4,0,0,2,0,0
2792,2020,Karnataka,29,Yadgir,635,Yadgiri,0,1,3,0,0,0,42,4,0,,0,0,0,0,0,0,0,0,12,0,0,0,141,0,0,1,11,0,0,0,0,2,0,0,0,23,3,2,0,0,0,0
2793,2020,Karnataka,29,Belagavi,527,Belagavi City,0,0,4,0,0,0,47,10,0,,1,0,2,0,1,0,0,0,2,0,0,0,25,0,0,0,5,0,0,0,0,1,0,1,0,16,0,1,0,0,0,0
2794,2020,Karnataka,29,Kalaburagi,538,Kalaburgi City,1,0,5,0,0,0,51,6,0,,0,0,2,0,0,0,0,0,3,0,0,0,34,0,3,0,28,0,0,0,0,0,0,0,0,8,2,0,1,1,0,0
2795,2020,Kerala,32,Alappuzha,554,Alapuzha,0,1,2,0,0,0,96,0,0,,1,3,0,0,0,0,0,0,32,10,3,0,218,1,20,50,0,0,0,0,0,0,7,8,1,74,22,6,3,0,0,0
2796,2020,Kerala,32,Ernakulam,555,Ernakulam Commissionerate,0,0,1,0,0,0,72,3,0,,0,0,0,0,1,10,0,0,43,2,0,0,149,1,32,29,0,0,0,0,0,0,9,11,0,30,5,4,0,0,0,1
2797,2020,Kerala,32,Ernakulam,555,Ernakulam Rural,0,0,0,0,0,0,119,11,0,,1,3,1,0,1,25,0,0,47,2,5,0,226,0,43,41,0,0,0,0,0,1,10,8,0,37,5,5,0,0,0,0
2798,2020,Kerala,32,Idukki,556,Idukki,0,1,1,0,1,0,55,2,0,,0,3,1,0,0,0,0,0,27,0,1,0,164,0,25,38,0,0,0,0,0,0,6,1,0,94,24,6,0,0,0,0
2799,2020,Kerala,32,Kannur,557,Kannur,0,0,2,0,0,0,194,1,0,,0,2,0,0,1,7,0,0,36,0,2,0,134,0,32,0,0,0,0,0,0,0,2,6,0,62,40,7,0,1,0,0
2800,2020,Kerala,32,Kasaragod,558,Kasargod,0,0,3,0,0,0,76,0,0,,0,2,0,0,5,1,0,0,46,0,1,0,85,0,9,49,0,0,0,0,0,0,1,0,0,56,52,2,4,0,0,0
2801,2020,Kerala,32,Kollam,559,Kollam Commissionerate,0,0,0,0,1,0,163,4,0,,0,0,0,0,0,13,0,0,24,4,0,0,170,0,21,0,0,0,0,0,0,2,8,3,0,38,29,13,0,0,0,0
2802,2020,Kerala,32,Kollam,559,Kollam Rural,0,0,0,0,0,0,137,0,0,,0,0,0,0,0,0,0,0,28,13,6,0,224,0,29,22,0,0,0,0,0,0,9,0,0,72,27,0,31,0,0,0
2803,2020,Kerala,32,Kottayam,560,Kottayam,0,0,1,0,0,0,77,6,0,,0,1,0,0,0,0,0,0,26,2,2,0,132,3,12,31,0,0,0,0,0,0,8,5,0,66,12,1,3,0,0,0
2804,2020,Kerala,32,Kozhikode,561,Kozhikode Commissionerate,0,0,0,0,0,0,160,7,0,,0,4,0,0,0,3,0,0,24,0,1,0,103,1,18,23,0,0,0,0,0,0,3,3,0,41,1,1,1,0,0,0
2805,2020,Kerala,32,Kozhikode,561,Kozhikode Rural,0,0,1,0,0,0,251,7,0,,2,5,1,0,0,1,0,0,26,0,2,0,223,0,17,52,0,0,0,0,0,0,4,4,0,35,9,5,1,0,0,0
2806,2020,Kerala,32,Malappuram,562,Malappuram,0,0,4,0,0,0,455,11,0,,1,6,0,0,2,9,0,0,49,0,4,0,272,2,32,134,0,0,0,0,0,0,21,13,1,98,5,4,0,1,1,0
2807,2020,Kerala,32,Palakkad,563,Palakkad,1,2,4,0,1,1,166,16,0,,0,2,0,0,0,1,0,0,48,0,0,0,84,0,14,85,0,0,0,0,0,0,6,18,0,110,1,1,4,0,1,0
2808,2020,Kerala,32,Pathanamthitta,564,Pathanamthitta,0,0,1,0,0,0,57,2,0,,0,0,0,0,0,0,0,0,30,0,0,0,177,0,20,2,0,0,0,0,0,0,14,0,0,74,8,9,3,2,0,0
